id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
37671964,City Pad | NEW Throughout | % Off Month+ Stays,22746552,Martin,,Tower Hamlets,51.50972,-0.06562,Entire home/apt,83,5,7,2020-10-05,0.26,3,0,0,
37723632,Stay on a London Wide Beam Barge,26590487,George,,Southwark,51.49482,-0.03399,Private room,100,1,0,,,1,0,0,
37736908,"Light, King Size bedroom in spacious 2 bed flat",254039926,Liam,,Hackney,51.56991,-0.06957,Private room,25,12,1,2019-09-27,0.04,1,0,0,
37797947,"The East London Hotel, Classic Double Room",206386720,The East London Hotel,,Tower Hamlets,51.52863,-0.05594,Private room,295,1,4,2020-02-16,0.17,6,136,0,
38148888,"Bright, Colourful Clapton 4BR near Station (Veeve)",137094377,Veeve,,Hackney,51.55978,-0.05948,Entire home/apt,395,3,0,,,250,0,0,
38282164,Contemporary 3BR in Angel with City Views (Veeve),137094377,Veeve,,Islington,51.53056,-0.09641,Entire home/apt,245,4,0,,,250,0,0,
38446102,Lauren and Jacks Place,128428600,Lauren,,Croydon,51.31561,-0.14476,Private room,100,1,0,,,1,87,0,
38574150,Location. View. Tranquillity. Close to everything,294278067,Sam,,Hackney,51.53431,-0.07374,Entire home/apt,60,2,0,,,1,0,0,
38660643,Lovely Notting Hill - Entire House,295368766,Charme,,Kensington and Chelsea,51.51614,-0.20456,Entire home/apt,200,3,11,2021-11-08,0.43,1,48,7,
38721646,Beautiful designer home on quiet street in Peckham,2602757,Jo,,Southwark,51.46994,-0.07483,Entire home/apt,100,4,1,2020-01-12,0.04,1,0,0,
38768497,"Peaceful, Beautiful Apartment in Camden",170110846,Mahir,,Camden,51.54786,-0.12789,Private room,62,1,15,2020-02-13,0.57,7,0,0,
38870255,"Luxury Garden Apt, Kew Gardens & National Archives",22152426,Suzan,,Richmond upon Thames,51.47646,-0.282,Entire home/apt,205,5,3,2021-10-02,0.25,5,253,3,
39023663,Elegant 2BR flat with Garden near Victoria,299032217,Judy,,Westminster,51.48925,-0.1441,Entire home/apt,329,2,26,2021-11-18,0.99,1,35,13,
39107970,Lancaster Gate &Hyde park spacious 3 bed lux suite,166210024,Natty,,Westminster,51.5138,-0.17411,Entire home/apt,580,5,0,,,24,260,0,
39404241,"Cozy en-suite room, very bright and spacious",146000759,Fernanda,,Lewisham,51.47175,-0.02049,Private room,47,1,1,2020-01-05,0.04,1,0,0,
39458651,"Central London, Vauxhall/Stockwell, 4 guests",214317522,Claudiu,,Wandsworth,51.47299,-0.13533,Entire home/apt,48,2,11,2021-02-07,0.44,3,0,1,
39558191,Bonz residence,199361572,Anne,,Merton,51.40032,-0.23484,Private room,60,3,0,,,1,88,0,
39597319,Beautiful Cosy Bright Garden view room,133483030,Kesh,,Croydon,51.38039,-0.05093,Private room,25,2,0,,,1,43,0,
39602437,SUMMER: Cheap private room close to Camden-WIFII,145800401,Viktor,,Camden,51.52706,-0.14057,Private room,30,60,0,,,1,0,0,
39642992,"Cosy Room, Perfect Weekend Gateaway",301285279,Steveen,,Islington,51.53288,-0.11998,Private room,60,2,1,2019-11-17,0.04,2,0,0,
39668849,1 Bedroom Sublet on Brixton Road!,243113058,Brice And Larissa,,Lambeth,51.47041,-0.11184,Entire home/apt,70,50,2,2020-04-24,0.08,2,0,0,
39859724,Bed in 12-Bed Mixed Dorm with Shared Bathroom,184998521,Astor Kensington,,Westminster,51.51063,-0.18477,Shared room,20,1,25,2021-11-14,1.02,9,102,9,
40048333,BE Lounge Luxury Apartments Flat 6,90785977,S,,Kensington and Chelsea,51.49445,-0.1749,Entire home/apt,509,1,1,2019-11-29,0.04,1,179,0,
40217821,Delightful Double room overlooking GunnersburyPark,87280576,Tiffany,,Hounslow,51.49901,-0.29819,Private room,50,1,2,2019-12-22,0.08,1,0,0,
40535423,"Quiet room Tooting, SW London Female guests only",28051490,Catrina,,Wandsworth,51.42359,-0.15574,Private room,26,3,2,2020-02-10,0.08,2,36,0,
40592348,New 2 Bed - 5 mins from Finsbury Park and Arsenal,314529648,Mert,,Islington,51.56192,-0.10426,Entire home/apt,99,2,16,2020-03-13,0.66,4,0,0,
40635630,Luxurious double room in theart of harrow on hill.,269934527,Rahwa,,Harrow,51.58449,-0.34756,Shared room,39,7,0,,,1,0,0,
40665346,Cosy little flat 30 minutes from Central London!,95016016,Catherine,,Croydon,51.37765,-0.0842,Entire home/apt,32,3,1,2019-12-30,0.04,1,0,0,
41017306,Beautiful Central London Apartment with balcony,319824047,Martin,,Camden,51.52451,-0.11708,Entire home/apt,280,1,3,2020-03-06,0.13,1,9,0,
41046520,Ultimate 6 bed apartment central london,130587629,Alex,,Westminster,51.51998,-0.16696,Entire home/apt,681,3,0,,,10,0,0,
41200688,Lovely room in a modern and new flat. Zone 2,280381284,Serena,,Lewisham,51.46691,-0.02831,Private room,60,3,0,,,1,0,0,
41207167,"Luxury garden flat next to Primrose Hill, 1000sqft",1276803,Bob,,Westminster,51.53576,-0.16215,Entire home/apt,150,2,22,2021-12-06,0.99,1,187,19,
41594112,*VAT Reg.*[Near Hthrw/Twk'hm Stdm] Ensuite Dble Rm,33079133,Jason,,Hounslow,51.44779,-0.40563,Private room,64,1,1,2021-12-03,1.0,10,46,1,
41701434,Nice room in a nice building close to the station,140573462,Saints,,Westminster,51.52804,-0.18941,Private room,60,3,0,,,2,36,0,
41740341,Ege house with breakfast & activity,315836700,Murat,,Enfield,51.64488,-0.06859,Private room,55,1,0,,,1,365,0,
41842795,U.S. Embassy Riverside,152889228,Oya,,Wandsworth,51.48353,-0.13092,Entire home/apt,1300,28,1,2020-01-27,0.04,9,351,0,
41852944,"Stunning, light & plant-filled flat in East London",12566579,James,,Waltham Forest,51.56543,-0.00419,Entire home/apt,85,2,6,2020-10-24,0.27,2,0,0,
41934391,"Bushy Park Family House, close to central London",9322586,Chris,,Richmond upon Thames,51.42719,-0.34743,Entire home/apt,500,4,0,,,1,270,0,
42065447,UK London  House,269373988,Hane,,Ealing,51.55552,-0.36048,Entire home/apt,147,7,1,2020-02-22,0.05,4,0,0,
42109984,Quiet & peace 10 minutes from Kings Cross/ Camden,65571393,Rami,,Camden,51.54233,-0.1281,Private room,40,1,4,2020-08-30,0.19,1,0,0,
42176020,Beautiful double bedroom with en-suite,323301772,Patrick,,Waltham Forest,51.59538,-0.0065,Private room,50,1,0,,,1,0,0,
42276945,"Exclusive, Clean, luxury Studio, Wembley",306073863,Carol,,Brent,51.57269,-0.28706,Private room,40,7,7,2021-08-20,0.39,1,161,4,
42307553,"Cosy bedroom in house, central London but quiet st",2242671,Rebecca,,Westminster,51.52988,-0.20635,Private room,40,1,0,,,3,67,0,
42398215,Northala Fields,21556192,Brenda,,Ealing,51.5329,-0.36422,Private room,26,3,0,,,1,83,0,
42725649,Heart of London - Goodge Street (Second Floor),171687123,Florina,,Westminster,51.51892,-0.1362,Entire home/apt,111,2,0,,,1,0,0,
42744204,Welcome to London,35154345,Hubert,,Wandsworth,51.46529,-0.17633,Private room,25,2,23,2021-11-24,1.07,1,9,17,
43063780,Cosy Art Room,17902556,Félix,,Ealing,51.50115,-0.25654,Private room,25,7,0,,,1,0,0,
43468151,room in Homerton hackney,282353564,Sid,,Hackney,51.54664,-0.04149,Private room,49,1,0,,,2,179,0,
43639122,Spacious & Luxe 2 Bed in Kensington Gardens,38493,Kris & Joe,,Kensington and Chelsea,51.50466,-0.19115,Entire home/apt,195,5,2,2020-09-21,0.13,2,0,0,
43982030,Big 2 Bed 2 Bath Knightsbridge Harrods // Hyde Park,350222367,London City Stays,,Kensington and Chelsea,51.49691,-0.16331,Entire home/apt,331,21,1,2020-10-20,0.07,5,0,0,
44099642,Studio Flat in Notting Hill,353226279,Chapter,,Kensington and Chelsea,51.52605,-0.20873,Entire home/apt,100,3,13,2020-08-31,0.75,6,352,0,
44142961,Greater London Double Room,353963702,Copehill,,Tower Hamlets,51.51369,-0.06274,Private room,22,1,5,2020-08-05,0.29,3,0,0,
44222506,Modern & Elegant 1 bedroom In Notting Hill,314684999,Bekir,,Kensington and Chelsea,51.51637,-0.21115,Entire home/apt,121,2,13,2021-10-25,0.86,1,3,11,
44239365,Wellington court st john wood,310835509,TravelNest,,Westminster,51.53272,-0.17228,Entire home/apt,420,1,0,,,45,0,0,
44248195,1 Bedroom in Central London with balcony.,63363599,Elkhalil,,Camden,51.51734,-0.12189,Private room,79,3,0,,,2,36,0,
44499217,"1 large bed flat, 35 minutes from Central London",144129095,Emmanuel,,Barnet,51.59757,-0.24802,Entire home/apt,35,6,0,,,1,0,0,
44554520,ENJOY BEAUTIFUL TERRACE + BEST OF KENSINGTON,53323515,Paris Perfect,,Kensington and Chelsea,51.49279,-0.19691,Entire home/apt,321,5,0,,,5,282,0,
45255871,16分钟至UCL 或LSE 欢迎留学生长租650/月,304841815,用户2988,,Haringey,51.59491,-0.10619,Private room,80,7,0,,,1,364,0,
45359496,Victorian Artsy Freshly Renovated London Home,2086504,Celia,,Wandsworth,51.45205,-0.1874,Private room,75,2,3,2021-10-14,0.21,1,21,1,
45627062,Where Luxury Meets Convenience,30629100,Gary,,Croydon,51.38285,-0.08126,Entire home/apt,53,4,23,2021-11-29,1.94,17,253,23,
45682676,Double En-suite near Sloane Square  & Chelsea,7105808,Caroline,,Westminster,51.488667,-0.146064,Private room,60,2,1,2021-10-12,0.51,1,348,1,
45834864,Spacious modern flat with balcony in London Fields,9335813,Jim,,Hackney,51.54174,-0.0574,Entire home/apt,90,3,6,2021-11-14,0.43,1,1,3,
45856806,Two bedroom luxury flat in the heart of Richmond,9063235,Executive Roomspace,,Richmond upon Thames,51.46304,-0.30072,Entire home/apt,180,3,0,,,76,0,0,
45875490,Premium Canary Wharf Apartment with Garden,154958846,Qawiyy,,Tower Hamlets,51.50318,-0.00792,Entire home/apt,500,2,0,,,13,90,0,
46046655,Unique Apartment In Trendy Central Soho Piccadilly,6881701,Soho Apartment Management,,Westminster,51.51143,-0.13446,Entire home/apt,99,1,6,2021-01-09,0.44,9,180,3,
46505643,Stylish 2BD apartment in Exclusive Belgravia,273701605,Mark,,Westminster,51.49504,-0.14766,Entire home/apt,159,3,0,,,22,0,0,
46565933,West London Victorian home in leafy zone 3,215153589,Mark,,Ealing,51.50405,-0.3331,Entire home/apt,180,2,0,,,1,0,0,
46639121,Large Luxurious Portobello House; sleeps 10,375838496,Frances,,Kensington and Chelsea,51.51093,-0.20097,Entire home/apt,400,6,5,2021-08-28,0.41,4,66,5,
46688312,Our eclectic  Zone 1 home in buzzing Vauxhall,7234165,Adrian,,Lambeth,51.48316,-0.11835,Private room,78,1,11,2021-12-05,2.77,1,340,11,
46723330,Family room with ensuite in Bloomsbury hotel.,10682631,St Athans Hotel,,Camden,51.52653,-0.12481,Private room,162,1,14,2021-11-28,2.16,11,364,14,
46745068,"Student Only Property: Desirable 
Classic 3 Bed Duplex Apartment",226804666,Miroslav,,Haringey,51.58986,-0.07253,Entire home/apt,36,1,0,,,535,358,0,
46745764,Student Only Property: Gorgeous Silver Studio,226804666,Miroslav,,Camden,51.54214,-0.14243,Entire home/apt,56,1,0,,,535,358,0,
46815884,London Luxury 1 bed apartment Sleep 4 free parking,274244961,Asim,,Redbridge,51.56158,0.07366,Entire home/apt,109,1,8,2021-09-13,0.67,10,365,8,
46828303,"NOX HOTELS, Twin bedded room, next to Hyde Park",378234626,Nox,,Westminster,51.51175,-0.18549,Private room,97,1,1,2020-12-13,0.08,12,3,1,
46871076,Massive King Room in Zone 1 Prime Location,86553820,Chris,,Westminster,51.51768,-0.16829,Private room,75,4,0,,,1,0,0,
47090814,Thirsk Tooting Studios by EveryWhere to Sleep London S1,363308515,Pablo Host,,Merton,51.41631,-0.1588,Private room,91,1,3,2021-03-10,0.29,71,248,3,
47357929,Spacious & beautiful flat SW Lon Light-view-garden,382345758,Magi,,Kingston upon Thames,51.39638,-0.3029,Entire home/apt,165,30,0,,,1,206,0,
47425357,Friendly place to stay and chill in East London,254487736,Martin,,Waltham Forest,51.59382,-0.01618,Private room,24,3,0,,,1,340,0,
47544323,Bright and huge double en-suite bedroom,83588124,Paola,,Bromley,51.41175,0.01054,Private room,35,31,0,,,1,0,0,
47710249,"Southwark, London 🏡 Deluxe Two-Bedroom Serviced Apartment",373256510,TruStay Apartments,,Southwark,51.49932,-0.09225,Entire home/apt,150,4,3,2021-04-12,0.37,30,76,3,
47765249,"European Hotel, Kings Cross, Single en suite",74167394,Dina,,Camden,51.53009,-0.12096,Private room,45,7,1,2021-09-19,0.37,109,101,1,
47839902,9 on Phoenix - New Listing,32056798,Anton,,Wandsworth,51.46131,-0.17028,Entire home/apt,210,4,0,,,15,256,0,
47914478,1 bedroom flat in west London - Shepherds Bush,338501941,Portico,,Hammersmith and Fulham,51.50622,-0.22501,Entire home/apt,96,2,11,2021-08-31,1.11,22,20,11,
48577063,Peaceful private one bed wooden cabin in Clapton,92487091,Valene,,Hackney,51.55647,-0.05262,Entire home/apt,90,10,1,2021-06-11,0.17,1,0,1,
48839205,Private  room with New furniture,83423409,Daoud,,Harrow,51.61337,-0.3028,Private room,38,28,0,,,3,343,0,
48991189,✩✿♗Neat Room Near Nelson Square Park♗✿✩,129230780,STK Homes,,Southwark,51.50119,-0.0989,Private room,1570,1,0,,,134,0,0,
49154862,Beautiful loft apartment overlooking pretty park,1647125,Tristan,,Lewisham,51.45287,-0.01166,Entire home/apt,90,4,8,2021-11-28,1.23,2,0,8,
49202176,New Studio Apartment- Tower Bridge,2074840,Ocky,,City of London,51.51233,-0.07334,Entire home/apt,70,7,0,,,1,0,0,
49481845,Selina Camden - Deluxe Room,391115123,Selina,,Camden,51.5435,-0.15345,Private room,337,1,0,,,6,263,0,
49626853,Family room with private bathroom,201720555,Your.Rentals,,Harrow,51.5977,-0.29002,Private room,198,1,0,,,11,335,0,
49686716,London Luxury apartments sleeps 2 free parking,274244961,Asim,,Redbridge,51.56206,0.07498,Entire home/apt,79,1,5,2021-11-14,0.83,10,163,5,
49721548,"Popular one Bedroom Apartment in Chelsea, London",366538023,Lynne,,Kensington and Chelsea,51.48093,-0.17994,Entire home/apt,95,2,23,2021-12-06,5.0,3,129,23,
49725309,TRIPLE ROOM (3 SINGLE BED ),310650597,Karandeep,,Richmond upon Thames,51.45456,-0.33897,Private room,110,1,0,,,9,24,0,
49756509,Cozy room,145135648,Has,,Redbridge,51.55674,0.09915,Private room,50,1,0,,,2,89,0,
49850508,Fabulous stay just 7 min walk from Tower Bridge,402030488,Gen,,Southwark,51.49838,-0.06803,Private room,90,3,2,2021-11-01,0.82,1,354,2,
49994368,"SW1V, Elegant designer apartment",403188715,Sasha,,Westminster,51.49233,-0.14042,Entire home/apt,114,2,1,2021-08-29,0.3,1,0,1,
49994724,Private Room 3 Home Away From Home,395085352,Kay,,Greenwich,51.49451,0.07874,Private room,50,1,0,,,4,89,0,
50093171,"Modern Studio Apartment, South West London",223163535,Tom,,Wandsworth,51.43085,-0.15022,Entire home/apt,86,4,7,2021-11-09,1.59,1,349,7,
50109617,Split level 1 bed flat lower clapton near park,21582338,Segolene,,Hackney,51.55183,-0.05628,Entire home/apt,75,1,0,,,2,0,0,
50142195,Spacious Clapham 4BR with Private Garden (Veeve),33889201,Veeve,,Wandsworth,51.46177,-0.15288,Entire home/apt,735,1,1,2021-07-31,0.23,845,1,1,
50444019,"Visitng London? 
Comfy Singleroom available now.",407544674,Yusuf,,Haringey,51.59473,-0.10072,Private room,23,1,3,2021-11-28,0.69,1,182,3,
50455541,"Stunning, architecturally designed studio flat",16317211,Jessica,,Merton,51.41711,-0.22926,Entire home/apt,164,5,5,2021-09-27,0.92,1,350,5,
50595248,Gorgeous Apartment in Hoxton,269308503,Michael,,Hackney,51.53758,-0.08621,Entire home/apt,274,4,1,2021-10-03,0.44,43,333,1,
50666015,Cosy 1 bedroom flat in the centre of Camden,349749800,George,,Camden,51.54031,-0.14378,Entire home/apt,70,15,1,2021-09-11,0.34,1,0,1,
50714100,ELEGANT CITY VIEW 1BD APT IN CITY OF LONDON,372750863,James,,Camden,51.52009,-0.10948,Entire home/apt,103,2,1,2021-10-24,0.64,47,164,1,
50728098,"Stunning modern 1 bed house in Camden, London NW1",409936486,Nethi,,Camden,51.54322,-0.13693,Entire home/apt,143,3,2,2021-12-05,2.0,1,172,2,
50742932,Victoria and Buckingham Palace Apartment,20297348,Dmitry,,Westminster,51.49656,-0.14791,Entire home/apt,168,1,22,2021-11-18,4.1,9,199,22,
50861728,"Studio Flat Farringdon, Clerkenwell, Holborn 208",376378762,Vikki,,Camden,51.52146,-0.10764,Entire home/apt,60,1,12,2021-08-22,2.38,44,0,12,
50863812,Luxury Apartment Opposite Hyde Park,1930965,David,,Kensington and Chelsea,51.50916,-0.19243,Entire home/apt,480,5,0,,,1,15,0,
51157713,Private room with two Single Beds in West London,403175190,Manmohan,,Ealing,51.503815,-0.333461,Private room,65,1,2,2021-10-11,0.57,6,112,2,
51340320,Beautifully refurbished maisonette,61201826,Claire,,Hammersmith and Fulham,51.47916,-0.19069,Entire home/apt,240,4,3,2021-11-08,1.53,2,16,3,
51387636,The Luxurious Ludgrove Hall.,366946730,Donna,,Barnet,51.65569,-0.15928,Entire home/apt,410,1,3,2021-12-04,0.87,1,337,3,
51511794,Modern en suite king size bedroom in Wimbledon,35176812,James,,Wandsworth,51.43805,-0.21304,Private room,59,2,5,2021-10-16,1.34,3,345,5,
51588303,Great Apartment in Central Camden Town,1016331,Kyle,,Camden,51.54073,-0.1435,Entire home/apt,105,2,3,2021-11-21,0.87,2,248,3,
51609419,Double bedroom in North London,257785299,Anna,,Barnet,51.61936,-0.13999,Private room,33,1,2,2021-12-07,0.79,2,361,2,
51698742,"Stylish 2-bed houseboat moored at Limehouse Marina, in East London",2125620,Altido,,Tower Hamlets,51.50954,-0.03718,Entire home/apt,1000,3,0,,,45,0,0,
51887238,Lovely large room,361270171,Mohamed,,Southwark,51.45245,-0.06119,Private room,49,1,10,2021-12-05,4.62,2,364,10,
52025520,2 Double Bedrooms in a House with Garden,86818157,Merv,,Redbridge,51.54749,0.06987,Entire home/apt,67,5,1,2021-09-25,0.39,1,0,1,
52118108,Earls court Studio near underground and shops,112868447,Alexandra,,Kensington and Chelsea,51.49075,-0.19552,Entire home/apt,59,28,0,,,24,69,0,
52349155,Spacious 4 bedroom house in Wimbledon,39854572,Denise,,Merton,51.41764,-0.19113,Entire home/apt,250,2,4,2021-11-21,1.71,1,54,4,
52446984,En-suite bedroom near South Ealing,21247064,Dusanka,,Hounslow,51.49091,-0.30711,Private room,43,1,3,2021-11-28,3.0,2,7,3,
52488547,Lovely one bedroom with balcony and bath,424853657,Ash,,Tower Hamlets,51.49763,-0.01878,Private room,57,2,0,,,1,43,0,
52534041,Bohemian gem in Primrose Hill,127162043,Bob,,Camden,51.53881,-0.15762,Entire home/apt,150,3,3,2021-11-17,2.2,18,10,3,
52560165,Top floor studio flat in beautiful house,18974734,Bella,,Ealing,51.50976,-0.25818,Private room,59,2,0,,,3,86,0,
52607916,Student Only - Lovely Single Bedroom in London,129230780,STK Homes,,Haringey,51.59754,-0.1111,Private room,24,28,0,,,134,24,0,
52608471,Cheerful 1 room in a shared house (lovely garden),10620402,Abhishek,,Newham,51.51945,0.01301,Private room,48,1,0,,,3,82,0,
52652938,"Private gated community, large double ensuite",85869504,Natasha,,Redbridge,51.60394,0.07083,Private room,44,3,0,,,2,180,0,
52674742,Newly Built Luxury 2 Bed Apartment!!,41743425,Emily,,Haringey,51.6059,-0.09225,Entire home/apt,162,1,2,2021-11-12,1.43,1,333,2,
52713341,Lovely 2 bedroom flat 2 mins from Vauxhall Station,33476368,Liza,,Lambeth,51.48358,-0.12194,Entire home/apt,141,3,2,2021-11-12,1.82,1,71,2,
52840079,Brand New Luxury Studio Central London Shoreditch,299235423,Marshal,,Hackney,51.5284,-0.08713,Entire home/apt,140,3,0,,,2,83,0,
52887138,House Garden Close to Train Stn Park Good Location,49798582,Nyima,,Barnet,51.64675,-0.19343,Entire home/apt,119,7,0,,,11,250,0,
52902780,MAYFAIR DELUXE ONE BEDROOM APARTMENT,194098755,Seventeen,,Westminster,51.50644,-0.14847,Entire home/apt,493,1,0,,,8,169,0,
52923655,Big Private Room in the Center,6718950,Amy And Gin,,Westminster,51.51293,-0.1353,Private room,55,2,5,2021-11-28,4.69,6,7,5,
53017379,THE CHELSEA TOWNHOUSE 3,15368760,Sarah,,Kensington and Chelsea,51.4913,-0.17044,Entire home/apt,380,3,1,2021-11-29,1.0,12,346,1,
53038807,1 bedroom for let in a family house.,150408000,Roma,,Hillingdon,51.50195,-0.46256,Private room,43,1,0,,,1,57,0,
53085998,Lovely 1-bedroom apartment in London,429747465,Iryna,,Islington,51.56077,-0.12397,Entire home/apt,90,4,0,,,1,7,0,
53117098,"GuestReady - Beautiful and cosy 1BR Apartment, Central London",402191311,GuestReady,,Lambeth,51.50003,-0.109,Entire home/apt,104,2,2,2021-12-05,2.0,136,255,2,
53139898,Lovely 1 Bedroom flat with terrace.,21798712,Sophia,,Hammersmith and Fulham,51.51636,-0.22542,Entire home/apt,150,2,3,2021-11-29,2.65,1,356,3,
53216897,"Chilled bedroom, lounge and own kitchen",54670630,Pravin,,Hounslow,51.49026,-0.31235,Private room,60,2,0,,,1,311,0,
53488552,CAPITAL | Luxury One Bed Flat in Bayswater - LS12,48165024,Capital Residencies,,Westminster,51.51322,-0.19039,Entire home/apt,157,2,0,,,120,279,0,
53552186,"Gorgeous, homely, stylish 1 bed flat",13490587,Ellie,,Waltham Forest,51.5716262872206,-0.0261033419961926,Entire home/apt,48,4,0,,,2,12,0,
53618043,A large confortable room in a 3 bed flat.,57870338,Christopher,,Barking and Dagenham,51.54119522336854,0.1001030817031828,Private room,28,1,0,,,2,360,0,
53622933,"Luxury, Modern & Cosy 2 Bedroom London Apartment",142097915,Gregory,,Brent,51.52909,-0.28059,Entire home/apt,156,2,1,2021-12-05,1.0,2,365,1,
53695125,Stunning 1 bedroom Knightsbridge,116198977,Massimiliano,,Kensington and Chelsea,51.496238739626406,-0.1643828791045709,Entire home/apt,128,2,0,,,5,359,0,
