id,listing_url,scrape_id,last_scraped,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
42176020,https://www.airbnb.com/rooms/42176020,20211207182339,2021-12-07,Beautiful double bedroom with en-suite,"A lovely loft conversion with an en-suite and beautiful fitted kitchen. 10 minute bus ride to Walthamstow Central and 5 minute walk to Wood Street, with direct access to the city. As long as you're clean and tidy then I'm not fussed :)",,https://a0.muscache.com/pictures/d1f8ff82-6782-4aae-8f0e-0b1a8601b1b3.jpg,323301772,https://www.airbnb.com/users/show/323301772,Patrick,2020-01-01,"England, United Kingdom",,,,,f,https://a0.muscache.com/im/pictures/user/c1fc2785-b740-41d2-8b4e-7d64ee99180e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c1fc2785-b740-41d2-8b4e-7d64ee99180e.jpg?aki_policy=profile_x_medium,Walthamstow,0.0,0.0,"['phone', 'offline_government_id', 'government_id']",t,t,,Waltham Forest,,51.59538,-0.0065,Private room in rental unit,Private room,3,,2 baths,1.0,,"[""Washer"", ""Heating"", ""Essentials"", ""Iron"", ""TV"", ""Long term stays allowed"", ""Hangers"", ""Kitchen"", ""Dryer"", ""Hair dryer""]",$50.00,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,0,0,0,0,2021-12-07,0,0,0,,,,,,,,,,,t,1,0,1,0,
42276945,https://www.airbnb.com/rooms/42276945,20211207182339,2021-12-09,"Exclusive, Clean, luxury Studio, Wembley","• Keysafe Checkin<br />• Security key to your own entrance, 100% Private.<br />• Own kitchen & Bathroom<br />• Closest underground: 10-minute walk to Preston Rd Station (Metropolitan line), 20 minutes to the city centre<br />• High-speed Wifi<br />• complimentary items to make your stay as comfortable as possible<br />• Noise level: low<br />• Suitable for one guest, but can accommodate a couple for a maximum of three weeks, (extra charge will be applied at booking.)<br /><br /><b>The space</b><br />This Studio is fully self-contained featuring:<br />Private entrance, iron, ironing board, ceramic hob, fridge, microwave, kettle, toaster, TV with Freeview, security safe, tiled floor, sofa double bed, (extra set of bed linen included), generous storage, modern fully tiled bathroom with electric shower (shampoo and towels included) Low-level Toilet and Bidet Spray, WiFi, USB mobile charging point (cables not included), Plus complimentary items to make your stay as comfortable as possible.<","Quiet neighbourhood with tree-lined streets, with well-maintained front gardens, minutes walk from Barn Hill Open Space, a large conservation park that covers 103 hectares (254 acres) of rolling fields and small woods, ideal for nature lovers, walks and summer picnics.",https://a0.muscache.com/pictures/miso/Hosting-42276945/original/8939849d-7181-4fb2-ac9e-6630c8cbdb3c.jpeg,306073863,https://www.airbnb.com/users/show/306073863,Carol,2019-11-02,GB,,,,,t,https://a0.muscache.com/im/pictures/user/6d840a8a-b58a-4d94-a9c4-43e099ca12b8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6d840a8a-b58a-4d94-a9c4-43e099ca12b8.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Greater London, England, United Kingdom",Brent,,51.57269,-0.28706,Private room in residential home,Private room,2,,1.5 baths,1.0,2.0,"[""Hot water"", ""Heating"", ""Private entrance"", ""Lockbox"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Fire extinguisher"", ""Iron"", ""Free parking on premises"", ""Outdoor furniture"", ""Backyard"", ""Lock on bedroom door"", ""Luggage dropoff allowed"", ""Dryer"", ""Hair dryer"", ""Stove"", ""Wifi"", ""Microwave"", ""Cooking basics"", ""Long term stays allowed"", ""Kitchen"", ""Carbon monoxide alarm"", ""Patio or balcony"", ""Essentials"", ""TV"", ""Smoke alarm"", ""Free street parking"", ""Extra pillows and blankets"", ""Hangers"", ""Shower gel"", ""Bed linens"", ""Shampoo"", ""Washer"", ""Refrigerator"", ""Dishes and silverware"", ""Dedicated workspace"", ""Single level home"", ""Security cameras on property""]",$40.00,7,183,7.0,7.0,183.0,183.0,7.0,183.0,,t,0,0,0,161,2021-12-09,7,4,0,2020-06-17,2021-08-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,0,1,0,0.39
42307553,https://www.airbnb.com/rooms/42307553,20211207182339,2021-12-09,"Cosy bedroom in house, central London but quiet st",,,https://a0.muscache.com/pictures/f8ffd013-9a49-499a-a0b4-3757cb5fda51.jpg,2242671,https://www.airbnb.com/users/show/2242671,Rebecca,2012-04-28,"London, England, United Kingdom","Hi, I'm Rebecca, I enjoy the arts, parks and sightseeing. Welcome to my London home and please get in touch if you have any questions!",within a few hours,100%,17%,f,https://a0.muscache.com/im/users/2242671/profile_pic/1441958591/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2242671/profile_pic/1441958591/original.jpg?aki_policy=profile_x_medium,,3.0,3.0,"['email', 'phone', 'facebook', 'reviews']",t,t,,Westminster,,51.52988,-0.20635,Private room in residential home,Private room,2,,Private half-bath,1.0,,"[""Washer"", ""Carbon monoxide alarm"", ""Hot water"", ""Heating"", ""Essentials"", ""First aid kit"", ""Iron"", ""Smoke alarm"", ""Long term stays allowed"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Dryer""]",$40.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,0,0,0,67,2021-12-09,0,0,0,,,,,,,,,,,f,3,1,2,0,
42398215,https://www.airbnb.com/rooms/42398215,20211207182339,2021-12-09,Northala Fields,"3 Bed Flat in a residential area, walking distance to Greenford Broadway. Where you will find all types of foods for all tastes buds, from Indian , Turkish, Persian, west Indian and lots more. <br />5 minute walk to the park if you fancy a morning run. We have the local gym  and swimming pool or sauna 10 min walk to Greenford Broad<br /><br /> Central London for shopping, Wembley stadium, theatre in the West End, O2 for concert. The central line getting into central London 20 minutes.<br />Heathrow Bus is 24 hours.",,https://a0.muscache.com/pictures/a2a5177e-af06-45fb-bf10-c695423af085.jpg,21556192,https://www.airbnb.com/users/show/21556192,Brenda,2014-09-20,GB,,,,,f,https://a0.muscache.com/im/users/21556192/profile_pic/1411223951/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21556192/profile_pic/1411223951/original.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone', 'reviews']",t,f,,Ealing,,51.5329,-0.36422,Private room in rental unit,Private room,1,,1 bath,1.0,,"[""Washer"", ""Carbon monoxide alarm"", ""Heating"", ""Essentials"", ""Long term stays allowed"", ""Smoke alarm"", ""Lock on bedroom door"", ""Wifi"", ""Hangers"", ""Dryer""]",$26.00,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,t,23,53,83,83,2021-12-09,0,0,0,,,,,,,,,,,f,1,0,1,0,
42725649,https://www.airbnb.com/rooms/42725649,20211207182339,2021-12-07,Heart of London - Goodge Street (Second Floor),"Stay in the heart of London. Popular points of interest near the apartment include Oxford Street, Piccadilly Theatre and British Museum. The nearest airport is London City Airport, 9.3 miles.",,https://a0.muscache.com/pictures/215fb631-3583-45a3-945e-701a09451882.jpg,171687123,https://www.airbnb.com/users/show/171687123,Florina,2018-02-04,"Luton, England, United Kingdom",,,,,f,https://a0.muscache.com/im/pictures/user/38c745c8-1a28-4248-ae03-be84652113ba.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/38c745c8-1a28-4248-ae03-be84652113ba.jpg?aki_policy=profile_x_medium,Fitzrovia,0.0,0.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Westminster,,51.51892,-0.1362,Entire rental unit,Entire home/apt,3,,1 bath,2.0,2.0,"[""Shampoo"", ""Washer"", ""Heating"", ""Private entrance"", ""Essentials"", ""Iron"", ""TV"", ""Smoke alarm"", ""Long term stays allowed"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Hair dryer""]",$111.00,2,60,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,0,0,0,0,2021-12-07,0,0,0,,,,,,,,,,,t,1,1,0,0,
42744204,https://www.airbnb.com/rooms/42744204,20211207182339,2021-12-09,Welcome to London,"A comfortable double bedroom for a single person or a couple visiting our great city of London for couple of days. you will have access to the kitchen and bathroom that are sparkling clean. I will provide bed sheets, duvet cover and set of pillows well as towel<br /><br /><b>The space</b><br />you will be able to enjoy London to the fullest as my flat is located nearby all the great spot. you have clapham junction station within 5 min of walk if you want to visit central London<br /><br /><b>Guest access</b><br />Kitchen bathroom<br /><br /><b>Other things to note</b><br />If you driving there are plenty of free parking space around","my neighbour is quiet, couple minutes away you have bars and restaurant. a mall (Debenhams), jd sport, footlocker, nandos",https://a0.muscache.com/pictures/79e679d6-4277-4955-abdf-867a8e4a3452.jpg,35154345,https://www.airbnb.com/users/show/35154345,Hubert,2015-06-06,"Greater London, England, United Kingdom",I am addicted to traveling,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/5378ffa7-49ee-4820-96a9-f36c53578d02.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5378ffa7-49ee-4820-96a9-f36c53578d02.jpg?aki_policy=profile_x_medium,Winstanley Estate,0.0,0.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Greater London, England, United Kingdom",Wandsworth,,51.46529,-0.17633,Private room in rental unit,Private room,2,,1 shared bath,1.0,,"[""Shampoo"", ""Heating"", ""Essentials"", ""Iron"", ""TV"", ""Smoke alarm"", ""Wifi"", ""Hangers"", ""Kitchen""]",$25.00,2,4,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,5,6,7,9,2021-12-09,23,17,4,2020-03-08,2021-11-24,4.87,4.7,4.87,4.96,4.96,4.7,4.87,,t,1,0,1,0,1.07
43063780,https://www.airbnb.com/rooms/43063780,20211207182339,2021-12-07,Cosy Art Room,"The room is very quiet, full of tasteful art on the walla and plenty of books for you to read at your leisure. <br />You can hear the birds sing in the morning as the room is located in a residential, quiet and very safe neighborhood based in Zone 2. <br />It is less than 10 min walk to Turnham Green Station (District and Piccadilly line).<br />It takes less than 30 min to reach Central London and also Heathrow airport.","Chiswick is close to Central London but feels like a village and city. There is a sense of community and clean streets, cute little stores and coffee shops.<br />It is less than 30 minutes away from central London on the Tube, 5 minutes from Kew Garden and Richmond, 15 minutes <br />Add info about getting around your city or neighbourhood such as nearbyfrom Chiswick Riverside walking, the area's broad clean streets and raft of independent shops and cafes give it a truly continental feel.<br />It is a lovely cosy flat in a quiet and very safe neighborhood based in Zone 2 and only 2 min walk to Turnham Greem Station (district n piccadilly line) 30 min tube from Heathrow airport",https://a0.muscache.com/pictures/38f1ad62-e09e-45b7-b578-c719e08a5e3e.jpg,17902556,https://www.airbnb.com/users/show/17902556,Félix,2014-07-10,"London, England, United Kingdom",,,,,f,https://a0.muscache.com/im/pictures/user/b84d5d3e-cf58-4d5f-bdbf-27d2008c0593.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b84d5d3e-cf58-4d5f-bdbf-27d2008c0593.jpg?aki_policy=profile_x_medium,,0.0,0.0,"['email', 'phone', 'jumio', 'government_id']",t,t,"Greater London, England, United Kingdom",Ealing,,51.50115,-0.25654,Private room in residential home,Private room,1,,1 shared bath,1.0,1.0,"[""Washer"", ""Heating"", ""Long term stays allowed"", ""Smoke alarm"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Kitchen"", ""Dryer""]",$25.00,7,31,7.0,7.0,1125.0,1125.0,7.0,1125.0,,t,0,0,0,0,2021-12-07,0,0,0,,,,,,,,,,,t,1,0,1,0,
43468151,https://www.airbnb.com/rooms/43468151,20211207182339,2021-12-09,room in Homerton hackney,property is opposite to Homerton overground station and to local restaurants and hackney central is only 10mins drive away from the house,,https://a0.muscache.com/pictures/6a38ade6-8a32-495b-a012-98205827c6c6.jpg,282353564,https://www.airbnb.com/users/show/282353564,Sid,2019-08-04,GB,,a few days or more,0%,0%,f,https://a0.muscache.com/im/pictures/user/84f702f4-18b2-40bc-b5be-00bc8cb3c82d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/84f702f4-18b2-40bc-b5be-00bc8cb3c82d.jpg?aki_policy=profile_x_medium,Homerton,2.0,2.0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Hackney,,51.54664,-0.04149,Private room in residential home,Private room,1,,1 shared bath,1.0,1.0,"[""Washer"", ""Carbon monoxide alarm"", ""Hot water"", ""Heating"", ""Private entrance"", ""Iron"", ""Smoke alarm"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Wifi"", ""Hangers"", ""Kitchen""]",$49.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,29,59,89,179,2021-12-09,0,0,0,,,,,,,,,,,f,2,0,2,0,
43639122,https://www.airbnb.com/rooms/43639122,20211207182339,2021-12-07,Spacious & Luxe 2 Bed in Kensington Gardens,"A beautifully light and spacious 2-bedroom apartment on the 2nd floor (with lift) of this charming period building. The property has recently completed an extensive renovation programme offering a perfect blend of period features and contemporary luxuries. Comprising a spacious reception room for dining and living, a master bedroom with en-suite, a further double bedroom and family bathroom.<br /><br /><b>The space</b><br />Entire Home, with a fully appointed kitchen with all modern conveniences, including juicer, smoothie maker, gas hob and electric oven, washer-dryer.<br />In the bedroom you will find hairdryer, and basic amenities in the bathroom (shower gel, shampoo, conditioner, body lotions).<br />The office/study is closed away behind a door.<br /><br /><b>Guest access</b><br />Renters have full access the building via a communal entrance hall, with the use of a lift or two short flights of stairs to the private door of the apartment. The whole apartment is available, however th","Set back in a quiet enclave, the property is situated perfectly between the cosmopolitan areas of Kensington and Notting Hill Gate, which offer plenty of shops, restaurants and cafes. Situated only 300yards from Kensington Palace and billionaires row, Holland Place Chambers really is neighbouring with royalty; with Kensington Gardens, Holland Park and Hyde Park only a short walk away. <br /><br />With many charming local restaurants you can enjoy family style eating to fine dining experiences, or simply walk to whole food s a prepare a home cooked meal or pic-nic in the park. .",https://a0.muscache.com/pictures/a4448744-4ffb-44b7-bf77-051ff0183c79.jpg,38493,https://www.airbnb.com/users/show/38493,Kris & Joe,2009-09-14,"London, England, United Kingdom","My husband and I are both self employed and work from home and split our time between London and New York. We choose to live in the heart of Kensington to satisfy our love for exercise, where we can run, cycle, practice yoga in Hyde Park and socialise in the many restaurants and bars of the Kensington and Chelsea. Through all of this we appreciate the importance of feeling at home when you are away, so hope to share our nest with likeminded people, providing comfort and convenience whilst staying in London. 
",within a day,100%,0%,f,https://a0.muscache.com/im/users/38493/profile_pic/1414242258/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/38493/profile_pic/1414242258/original.jpg?aki_policy=profile_x_medium,Kensington,0.0,0.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,"Greater London, England, United Kingdom",Kensington and Chelsea,,51.50466,-0.19115,Entire rental unit,Entire home/apt,4,,2 baths,2.0,2.0,"[""Hot water"", ""Heating"", ""Coffee maker"", ""Private entrance"", ""First aid kit"", ""Fire extinguisher"", ""Iron"", ""Dryer"", ""Hair dryer"", ""Stove"", ""Oven"", ""Wifi"", ""Microwave"", ""Cooking basics"", ""Long term stays allowed"", ""Kitchen"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Essentials"", ""TV"", ""Smoke alarm"", ""Bathtub"", ""Extra pillows and blankets"", ""Hangers"", ""Shower gel"", ""Bed linens"", ""Dishwasher"", ""Shampoo"", ""Washer"", ""Baking sheet"", ""Refrigerator"", ""Dishes and silverware"", ""Dedicated workspace"", ""Security cameras on property""]",$195.00,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,,t,0,0,0,0,2021-12-07,2,0,0,2020-08-26,2020-09-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,2,1,1,0,0.13
43982030,https://www.airbnb.com/rooms/43982030,20211207182339,2021-12-07,Big 2 Bed 2 Bath Knightsbridge Harrods // Hyde Park,"2 Bedroom 2 Bathrooms modern apartment in the heart of Knightsbridge less than 1 minute to Harrods and all the shops.<br /><br />We have enhanced cleaning/hygiene standards across all areas of the property, this includes:<br />Cleaning products with high concentration of bacteria-killing ingredients.<br />All suites are aired out for at least 24 hours before deep cleaning.<br />Facemasks and gloves used whilst cleaning.<br />Guest keys are disinfected after use.<br /><br /><b>The space</b><br />This 2 bedrooms 2 bathrooms is located in the heart of Knightsbridge. <br />Large windows in all the rooms and high ceilings make them bright and airy with a spacious living room and place to eat next to the kitchen on the lower ground floor. Furnished to a high standard. Two Large Bedrooms, one with an amazing en-suite bathroom and the second bathroom with shower and toilet is next door to the second room.<br />The Kitchen is fully equipped and has Fridge, Freezer, Coffee machine ""Nespresso, Mi",Harrods <br />Knightsbridge <br />Hyde park<br />Chelsea <br />South Kensington,https://a0.muscache.com/pictures/557c2999-7c84-473a-b681-6759eaf1b364.jpg,350222367,https://www.airbnb.com/users/show/350222367,London City Stays,2020-06-15,"London, England, United Kingdom","I'm a 33 years old successful entrepreneur and real estate consultant by profession passionate about travelling to new places. I love meeting people from different parts of the world, and I look forward to connecting you as a host or a traveller. Me & my professional team  @Londoncitystay will do our best to make your stay as comfortable as possible: We have a team of professional cleaners providing hotel style service from linen, towels etc... We have our own maintenance team in case there is any problem with your apartment we will fix it in a timely manner. Our Reservations specialist Matteo is one text or one phone call away and he will cater to all your needs and answers all your questions, Matteo knows London by heart and he will make sure you have the best stay and best experience with us.",,,,t,https://a0.muscache.com/im/pictures/user/d3218b46-1216-4498-9588-24ee0476894c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d3218b46-1216-4498-9588-24ee0476894c.jpg?aki_policy=profile_x_medium,Battersea,4.0,4.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,"Greater London, England, United Kingdom",Kensington and Chelsea,,51.49691,-0.16331,Entire rental unit,Entire home/apt,7,,2 baths,2.0,2.0,"[""Hot water"", ""Heating"", ""Coffee maker"", ""Private entrance"", ""TV with standard cable"", ""Lockbox"", ""Iron"", ""Dryer"", ""Hair dryer"", ""Stove"", ""Oven"", ""Wifi"", ""Microwave"", ""Cooking basics"", ""Long term stays allowed"", ""Kitchen"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Patio or balcony"", ""Cable TV"", ""Essentials"", ""Smoke alarm"", ""Hangers"", ""Shower gel"", ""Bed linens"", ""Dishwasher"", ""Shampoo"", ""Washer"", ""Refrigerator"", ""Dishes and silverware"", ""Dedicated workspace""]",$331.00,21,350,14.0,14.0,1125.0,1125.0,14.0,1125.0,,t,0,0,0,0,2021-12-07,1,0,0,2020-10-20,2020-10-20,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,t,5,5,0,0,0.07
44099642,https://www.airbnb.com/rooms/44099642,20211207182339,2021-12-09,Studio Flat in Notting Hill,"These rooms come with a compact double bed, an en suite bathroom, private kitchenette, study area and storage space. The rooms also include a chair, desk and wardrobe. The bathroom contains a shower, toilet and sink. The private kitchenette has a 2 ring induction hob, a combination microwave/grill/oven and an under-counter fridge with freezer drawer.","Chapter Portobello is a Notting Hill student accommodation, located a short walk from Westbourne Park Underground Station. With a private gym, study area, screening room, refurbished courtyard and a canal running alongside the building, this is a tranquil location for West London students. It's also local to many popular university campuses.",https://a0.muscache.com/pictures/e3e04d96-6b38-4173-9e6a-a82d867426b3.jpg,353226279,https://www.airbnb.com/users/show/353226279,Chapter,2020-07-03,"London, England, United Kingdom",,within an hour,98%,95%,f,https://a0.muscache.com/im/pictures/user/25a48728-5975-4596-a417-0b45c55dcdc3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/25a48728-5975-4596-a417-0b45c55dcdc3.jpg?aki_policy=profile_x_medium,,8.0,8.0,"['email', 'phone']",t,t,"Greater London, England, United Kingdom",Kensington and Chelsea,,51.52605,-0.20873,Entire rental unit,Entire home/apt,1,,1 bath,1.0,,"[""Washer"", ""Carbon monoxide alarm"", ""Hot water"", ""Bed linens"", ""Heating"", ""Patio or balcony"", ""Elevator"", ""Gym"", ""Refrigerator"", ""Essentials"", ""First aid kit"", ""Stove"", ""Microwave"", ""Long term stays allowed"", ""Smoke alarm"", ""Oven"", ""Backyard"", ""Wifi"", ""Dedicated workspace"", ""Dryer""]",$100.00,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,t,17,47,77,352,2021-12-09,13,0,0,2020-07-11,2020-08-31,4.15,4.31,4.31,4.77,4.77,4.54,4.23,,f,6,6,0,0,0.75
44142961,https://www.airbnb.com/rooms/44142961,20211207182339,2021-12-07,Greater London Double Room,"Lovely double room just 10 min walking from city of London.<br />Great location with many stores and supermarkets located close by. Aldgate East and Whitechapel station just around 7min walk. Allows easy access in to the city.<br />Tower Bridge it's only 13min walking.<br />Ideal for couple, students, working professionals or visitors who wants to explore the area.<br />Lot of stores, supermarkets and fast food restaurants located nearby. The flat consists of 3 bedrooms, shared fitted kitchen and 2 bathrooms.",,https://a0.muscache.com/pictures/3748f03b-3463-4ca3-9997-90a0cc803c31.jpg,353963702,https://www.airbnb.com/users/show/353963702,Copehill,2020-07-06,GB,,,,,f,https://a0.muscache.com/im/pictures/user/cd13d485-ce81-4c45-afd0-9be480b57112.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cd13d485-ce81-4c45-afd0-9be480b57112.jpg?aki_policy=profile_x_medium,Whitechapel,3.0,3.0,"['phone', 'offline_government_id', 'selfie', 'government_id']",t,t,,Tower Hamlets,,51.51369,-0.06274,Private room in rental unit,Private room,2,,1.5 shared baths,1.0,,"[""Washer"", ""Heating"", ""Essentials"", ""Long term stays allowed"", ""Hangers"", ""Kitchen""]",$22.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,0,0,0,0,2021-12-07,5,0,0,2020-07-13,2020-08-05,3.8,4.6,3.4,5.0,5.0,4.2,4.2,,f,3,0,3,0,0.29
44222506,https://www.airbnb.com/rooms/44222506,20211207182339,2021-12-09,Modern & Elegant 1 bedroom In Notting Hill,"Beautiful decorated one Bedroom Apt in Notting Hill. The property is 2.7 miles from Eventim Apollo and 2.7 miles from Natural History Museum.<br /><br /><b>The space</b><br />Welcome to your home away from home; a comfortable and well-connected apartment in a prime location in London. The real highlights of the home are decorated and cosy interiors.<br /><br />The living area combines tasteful interior decor with lovely finishing touches to create a beautiful place to stay. Take the weight off your feet, chill out on the sofa and make yourself at home!<br /><br />In the kitchen, you’ll find all the modern appliances you need to cook a delicious meal that you can serve to friends or family sat around the dining table.<br /><br />The master bedroom has a super comfortable double bed with fresh hotel-quality linens. There’s also ample storage and wardrobe space so you can fully unpack and settle in. You can freshen up in the well-appointed bathroom where you can wake up in the morning to ","Fashionable Notting Hill is one of London's most iconic neighbourhoods. Best known as host to the world’s second biggest carnival (after Rio’s Mardi Gras) and home to the famous Portobello Road Market, Notting Hill is also a serious destination for culture buffs and those on the hunt for a quintessential London experience. On weekends throughout the year, crowds stroll the two-mile stretch of Portobello Road Market.  Colourful terraces are interspersed with antiques shops, buskers, historic pubs and clothing stalls.  Straddling the antiques and fashion markets (which are busiest on Saturdays) are the equally old-fashioned and charming produce markets, the calls of fruit and veg sellers helping give the place a Dickensian air. There’s street food of all kinds, from paella and bratwurst to crepes and churros. The markets have a grungier feel past the Westway sports centre, but it is worth persevering for the people-watching and to admire the 100m-long Portobello Wall, which features publ",https://a0.muscache.com/pictures/1ccffefd-f821-4cf5-aca3-4aeefc7a6b1f.jpg,314684999,https://www.airbnb.com/users/show/314684999,Bekir,2019-12-05,GB,,within a few hours,100%,95%,f,https://a0.muscache.com/im/pictures/user/6010d1dc-a65c-4a7a-89ed-c15879690764.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6010d1dc-a65c-4a7a-89ed-c15879690764.jpg?aki_policy=profile_x_medium,Notting Hill,1.0,1.0,"['email', 'phone']",t,t,"Greater London, England, United Kingdom",Kensington and Chelsea,,51.51637,-0.21115,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,"[""Washer"", ""Heating"", ""Coffee maker"", ""Refrigerator"", ""Essentials"", ""Stove"", ""Dishes and silverware"", ""Long term stays allowed"", ""TV"", ""Oven"", ""Wifi"", ""Microwave"", ""Kitchen"", ""Bed linens""]",$121.00,2,365,2.0,5.0,1125.0,1125.0,4.3,1125.0,,t,3,3,3,3,2021-12-09,13,11,0,2020-09-14,2021-10-25,4.54,4.85,4.77,4.62,4.38,4.62,4.62,,f,1,1,0,0,0.86
44239365,https://www.airbnb.com/rooms/44239365,20211207182339,2021-12-07,Wellington court st john wood,"Enjoy everything London has to offer! Spend your days discovering the surrounding area as there are many things to do nearby. Your home away from home gives you exclusive access to an entire house designed to allow you to live as a local.<br /><br /><br />As a self-catering house, you'll find everything you need for a perfect stay.<br />The kitchen has a fridge, a hob, an oven, a toaster, a kettle, a coffee maker, a dishwasher, a freezer and a microwave.<br />The house is a perfect place to relax and offers a television and internet access.<br /><br /><br />There is one bedroom in this house which contains a double bed.<br />There is additional sleeping space in the house, comprising a double bed.<br /><br /><br />There is one bathroom, which has a toilet and sink and a walk-in shower.<br /><br /><br />Linen, towels, shampoo, a hair dryer and an iron are all included to make your stay more enjoyable.<br /><br /><br />House Rules:<br />- Check-in time is 2pm and check-out is 10am.<br />",,https://a0.muscache.com/pictures/bbf436b3-3e67-4ed4-8b5d-3fe1fb5dff3e.jpg,310835509,https://www.airbnb.com/users/show/310835509,TravelNest,2019-11-20,"Edinburgh, Scotland, United Kingdom","Founded in 2018, TravelNest advertises vacation rental properties on behalf of owners. From cottages and lodges to luxury apartments and villas, we have thousands of properties in more than 30 countries worldwide. Whether you are travelling for business or taking a break with friends and family, our varied property portfolio offers something for everyone.  

When you book with TravelNest, we’ll make every effort to ensure you enjoy your stay. Our UK based bookings and customer service teams are on hand to help. Please get in touch with us if you have any questions about our properties and we’ll do our best to help. 

Take a look at our properties and book your next stay with TravelNest.
",within an hour,99%,99%,f,https://a0.muscache.com/im/pictures/user/635f5588-53ad-4fba-96a2-45edff6e08f9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/635f5588-53ad-4fba-96a2-45edff6e08f9.jpg?aki_policy=profile_x_medium,D.H.A Phase 6,2244.0,2244.0,"['email', 'phone']",t,t,,Westminster,,51.53272,-0.17228,Entire residential home,Entire home/apt,4,,1 bath,1.0,4.0,"[""Shampoo"", ""Washer"", ""Coffee maker"", ""Private entrance"", ""TV with standard cable"", ""Cable TV"", ""Refrigerator"", ""Essentials"", ""Iron"", ""Oven"", ""Long term stays allowed"", ""Wifi"", ""Microwave"", ""Dishwasher"", ""Kitchen"", ""Hair dryer""]",$420.00,1,1125,1.0,3.0,1125.0,1125.0,2.1,1125.0,,t,0,0,0,0,2021-12-07,0,0,0,,,,,,,,,,,t,45,45,0,0,
